Entity,Year,"GDP (expenditure, multiple price benchmarks)","GDP (output, multiple price benchmarks)",Population,Number of people in work,Annual working hours per worker,Consumption of households and government (single price benchmark),Domestic absorption (consumption plus investment) (single price benchmark),"GDP (expenditure, single price benchmark)","GDP (output, single price benchmark)",Capital stock (single price benchmark),GDP (using national accounts growth rates),Consumption of households and government (using national accounts),Domestic absorption (consumption plus investment) (using national accounts),Capital stock (using national accounts),Total factor productivity index (using national accounts) (2017=1),Share of labour compensation in GDP,Real internal rate of return,Average depreciation rate of the capital stock,Share of household consumption in GDP,Share of gross capital formation in GDP,Share of government consumption in GDP,Share of merchandise exports in GDP,Share of merchandise imports in GDP,Share of residual trade and GDP statistical discrepancy in GDP,"GDP per capita (expenditure, multiple price benchmarks)","GDP per capita (output, multiple price benchmarks)","GDP per capita (expenditure, single price benchmark)","GDP per capita (output, single price benchmark)",GDP per capita (using national accounts growth rates),Productivity: output per hour worked,Trade openness (share of exports and imports in GDP)
Italy,2001,2083284375000.0,2047270500000.0,56875147.0,23430450.439453125,1837.6362165154808,1531493250000.0,2051399125000.0,2077644375000.0,2083527625000.0,9098001000000.0,2419190250000.0,1753612500000.0,2429906000000.0,16022931000000.0,1.143652081489563,49.88640248775482,10.64802110195159,3.59062701463699,59.49037671089173,24.95315670967102,14.01444524526596,24.55860674381256,-23.594290018081654,0.57770297862589,36629.08115208915,35995.8717996808,36529.91657322661,36633.358064111904,42535.103249930944,47.54830603813853,50.03480463092522
Italy,2002,2058837875000.0,2019462750000.0,57182519.0,23917112.350463867,1826.1900952444776,1522587375000.0,2047080875000.0,2062695625000.0,2061795875000.0,8919269000000.0,2425333500000.0,1758589250000.0,2457201500000.0,16352394000000.0,1.1201128959655762,50.22171139717102,10.20027548074722,3.62476296722888,59.254056215286255,25.4386693239212,14.593572914600369,25.28843879699707,-24.78090226650238,0.20616231486201,36004.67259933057,35316.085847844515,36072.13639888792,36056.40169507048,42413.8975059843,46.23609210648908,48.05792429881411
Italy,2003,2062502000000.0,2028394500000.0,57564588.0,24322320.93811035,1815.103813227002,1536762000000.0,2058705625000.0,2068126875000.0,2066060125000.0,9023564000000.0,2428695750000.0,1773530000000.0,2472873750000.0,16655170000000.0,1.1001211404800415,50.48909783363342,9.96810868382453,3.6463018506765295,60.212868452072144,25.26275217533111,14.16841596364975,27.19089984893799,-27.16342210769653,0.32848352566361,35829.35397713608,35236.84561070775,35927.06813084461,35891.164981498696,42190.79532020624,45.94581296543242,46.148844778192085
Italy,2004,2074924125000.0,2040372750000.0,57948424.0,24474260.330200195,1814.615542417317,1518702375000.0,2067947250000.0,2080206375000.0,2075456750000.0,9408274000000.0,2463270500000.0,1789305250000.0,2498693250000.0,16957444000000.0,1.0972172021865845,50.32849907875061,9.799749404191967,3.65517660975456,59.76848602294922,26.463806629180908,13.4058803319931,29.97447252273559,-30.25742471218109,0.6447786930948399,35806.39440686083,35210.15084034037,35897.54874092866,35815.58576985631,42507.98089004112,45.94257289749946,47.43033038884708
Italy,2005,2107878750000.0,2123677250000.0,58281212.0,24632335.6628418,1811.1017184261632,1579865500000.0,2148166750000.0,2146045750000.0,2150774500000.0,9811736000000.0,2483416500000.0,1810473625000.0,2520047750000.0,17257984000000.0,1.0887149572372437,50.71521997451782,9.29604545235633,3.66234481334686,59.757447242736816,26.42309665679931,13.698211312294,30.49277663230896,-30.918732285499573,0.5472044460475399,36167.38014988432,36438.45378507228,36822.25671628105,36903.393498405625,42610.92751468518,47.60363076971026,49.30101076213183
Italy,2006,2215327250000.0,2202942750000.0,58542619.0,25155275.34484864,1811.8516147617063,1638377125000.0,2257502500000.0,2239115000000.0,2237071750000.0,10982278000000.0,2527885500000.0,1826591625000.0,2563104250000.0,17565988000000.0,1.081269145011902,51.03641152381897,9.03798937797546,3.6718931049108496,59.08704400062561,27.675703167915337,14.15053158998489,31.796452403068542,-33.22336077690124,0.51362942904233,37841.27338068015,37629.72664410521,38247.605560660006,38212.70363732788,43180.259837709,48.333863149325296,53.16817918462372
Italy,2007,2315284750000.0,2307500750000.0,58747861.0,25427034.37805176,1817.7074408384576,1689344875000.0,2338635750000.0,2330725750000.0,2331643500000.0,11957171000000.0,2565477000000.0,1845224250000.0,2597143000000.0,17871752000000.0,1.0749465227127075,50.755149126052856,8.9357666671276,3.68449352681636,57.90278911590576,27.846914529800408,14.55017924308776,33.6398184299469,-34.14326608181,0.20356546156108,39410.53700661544,39278.03856552326,39673.37210796492,39688.99395332878,43669.283550596,49.92546926349527,55.06145563169797
Italy,2008,2369615250000.0,2359304750000.0,58922109.0,25390230.178833008,1806.539391238856,1766075750000.0,2417084500000.0,2398678750000.0,2355021250000.0,13138231000000.0,2540796500000.0,1835359250000.0,2565823750000.0,18130888000000.0,1.056706190109253,51.40036940574646,8.36273431777954,3.69138196110725,59.33834910392761,27.64343619346618,15.65357446670532,32.52544105052948,-35.18549501895904,0.02468783059157,40216.06304010605,40041.07778966296,40709.315920786205,39968.3801202703,43121.27558095383,51.436329330326366,54.492875798818766
Italy,2009,2310528750000.0,2266004000000.0,59105625.0,24935735.70251465,1775.1696349100707,1740987125000.0,2339904000000.0,2325475750000.0,2283375000000.0,14589400000000.0,2406618750000.0,1814316375000.0,2460682000000.0,18289088000000.0,1.0124337673187256,52.89824604988098,7.31986463069915,3.6776669323444295,59.84307527542114,26.22945606708526,16.403146088123318,26.547572016716,-28.813564777374268,-0.20968734752386,39091.52047711195,38338.21231058804,39344.406729477945,38632.10988801827,40717.25406845795,51.19159078681399,45.418761787481664
Italy,2010,2336120250000.0,2293011000000.0,59325229.0,24792453.76586914,1776.7732459609083,1815168250000.0,2396875250000.0,2353151750000.0,2297156750000.0,13689293000000.0,2447851250000.0,1831693875000.0,2506704750000.0,18444618000000.0,1.0244539976119995,52.47432589530945,7.326745986938469,3.65616492927074,61.93593144416809,25.32291412353515,17.08211451768875,28.828606009483337,-33.18587243556976,0.01631079649087,39378.19186504952,38651.53221743147,39665.278831034935,38721.4139535812,41261.55585509834,52.05406139640055,52.00618837428196
Italy,2011,2377386000000.0,2351126500000.0,59589076.0,24927034.37805176,1772.557374938128,1838017500000.0,2437050250000.0,2403388750000.0,2342594250000.0,15249784000000.0,2465165750000.0,1823224500000.0,2494484250000.0,18583716000000.0,1.023656725883484,52.05485224723816,7.283450663089749,3.64113822579383,61.92352771759033,25.57134330272674,16.53724312782287,31.209835410118096,-35.4120522737503,0.1700968015938899,39896.33938945454,39455.66298091281,40332.70712235914,39312.47817972543,41369.423986369584,53.21144863407824,55.14552246002714
Italy,2012,2323769500000.0,2301511000000.0,59879471.0,24913631.439208984,1733.6422732078152,1771440500000.0,2319956000000.0,2345848750000.0,2291133000000.0,17351088000000.0,2391681500000.0,1763790125000.0,2351313500000.0,18642106000000.0,1.001514911651611,52.45892405509949,6.85362890362739,3.61946150660514,60.990142822265625,23.94079864025116,16.327086091041558,31.44769668579101,-33.1866055727005,0.48088440671563,38807.44871643906,38435.72699565098,39176.17692380749,38262.412171276526,39941.59367239567,53.286418489581095,55.654720844601634
Italy,2013,2271616500000.0,2246689250000.0,60166830.0,24301548.00415039,1719.0903002613113,1707211000000.0,2224913750000.0,2279599250000.0,2230667500000.0,17177916000000.0,2347649000000.0,1726273250000.0,2287559750000.0,18654622000000.0,0.9982092380523682,52.10945010185242,6.87238276004791,3.58943380415439,60.08180379867554,23.2084259390831,16.4518341422081,32.3698490858078,-32.68950879573822,0.57758945040404,37755.29639836435,37340.99419896312,37887.97332350732,37074.70544816804,39018.99102877782,53.778709745602285,54.8675793967737
Italy,2014,2241735250000.0,2232717750000.0,60409620.0,24195146.560668945,1716.3411790305163,1667928375000.0,2184036500000.0,2249161750000.0,2205981250000.0,17346424000000.0,2347542250000.0,1725892625000.0,2291133750000.0,18655948000000.0,0.9986414909362792,51.82388424873352,6.991648674011231,3.56665216386318,59.19841527938843,23.39585721492767,16.41094833612442,32.71410167217254,-32.02122449874878,0.30190153047442,37108.91162698921,36959.63904424494,37231.84734484342,36517.05225094943,38860.4041872801,53.76528416272314,55.32211515064221
Italy,2015,2296760750000.0,2241117000000.0,60578494.0,24444614.41040039,1717.4689796950588,1691973875000.0,2224822500000.0,2293957250000.0,2239249500000.0,17921584000000.0,2365813250000.0,1747477875000.0,2320127500000.0,18669298000000.0,0.9971305131912231,51.762837171554565,7.0622555911540905,3.559460490942,59.19366478919983,23.79585653543472,16.36620014905929,30.489379167556763,-30.35025000572204,0.50514955073595,37913.79742784626,36995.25775599506,37867.51862798042,36964.4299840138,39053.68215327374,53.38170453143157,56.418176161608834
Italy,2016,2410574750000.0,2351041250000.0,60663060.0,24852914.810180664,1721.697513350799,1741937875000.0,2322325500000.0,2401284000000.0,2357509500000.0,19327484000000.0,2396414250000.0,1766827250000.0,2362845750000.0,18707204000000.0,0.9952175617218018,51.63373351097107,7.255460321903221,3.56797277927398,57.97409415245056,24.61867481470108,15.91480821371078,29.48788702487945,-28.351721167564392,0.35625828895717,39737.11101945731,38755.73124731921,39583.95768363812,38862.35709177875,39503.68230682725,54.94473279562566,55.3676028142217
Italy,2017,2474220750000.0,2436383250000.0,60673701.0,25184688.568115234,1719.1592908032762,1787247625000.0,2403376750000.0,2474220750000.0,2436383250000.0,18760782000000.0,2436383250000.0,1787247500000.0,2403376750000.0,18760782000000.0,1.0,51.64452791213989,7.3153369128704,3.5888947546482,57.67678618431091,25.28868317604065,15.679804980754849,30.10361492633819,-28.8673847913742,0.11849713046103,40779.13015393605,40155.50740839099,40779.13015393605,40155.50740839099,40155.50740839099,56.27207135533882,58.604175947291736
Italy,2018,2499061500000.0,2458235750000.0,60627291.0,25417907.71484375,1722.3184557044942,1802956000000.0,2435110500000.0,2494745250000.0,2453526750000.0,18794638000000.0,2459384750000.0,1800827500000.0,2434340000000.0,18828844000000.0,0.9975009560585022,52.23672389984131,7.19910860061645,3.61523330211639,57.77497291564941,25.76513886451721,15.70928543806076,30.76055645942688,-30.18544912338257,0.17549381591379,41220.07529579377,40546.68630996559,41148.88210987359,40469.01501833556,40565.6381711002,56.15265255306724,60.348380585649366
Italy,2019,2508404500000.0,2466327500000.0,60550075.0,25596328.73535156,1717.8338176527566,1810091125000.0,2423950000000.0,2500243000000.0,2462820000000.0,18855818000000.0,2467813500000.0,1806238125000.0,2430690750000.0,18900202000000.0,0.992592751979828,52.23672389984131,7.155056297779081,3.64124700427055,57.79430270195007,24.92503523826599,15.70238471031189,30.71172535419464,-29.23405766487121,0.1006074482575,41426.94290634652,40732.03047229917,41292.15364307971,40674.1032112677,40756.57214297423,56.0908366649271,59.95629549874927
