Entity,Year,cereals_land,maize_land,rice_land,wheat_land,sorghum_land,millet_land,oats_land,rye_land,barley_land,cereals_biofuel_share_cropland,maize_biofuel_share_cropland,rice_biofuel_share_cropland,wheat_biofuel_share_cropland,sorghum_biofuel_share_cropland,millet_biofuel_share_cropland,oats_biofuel_share_cropland,rye_biofuel_share_cropland,barley_biofuel_share_cropland,sugarcane_land,sugarbeet_land,sugarcrops_land,sugarcane_biofuel_share_cropland,sugarbeet_biofuel_share_cropland,sugarcrops_biofuel_share_cropland,total_land_biofuels,total_cropland_share_biofuels,cereal_biofuels,maize_biofuels,rice_biofuels,wheat_biofuels,sorghum_biofuels,millet_biofuels,oats_biofuels,rye_production,barley_biofuels,cassava_biofuels,potatoes_biofuels,yams_biofuels,cassava_land,potatoes_land,yams_land,roots_land,cassava_biofuel_share_cropland,potatoes_biofuel_share_cropland,yams_biofuel_share_cropland,roots_biofuel_share_cropland,palm_biofuels,soybean_biofuels,sunflower_biofuels,rapeseed_biofuels,palm_land,soybeans_land,sunflower_land,rapeseed_land,oilcrops_land,palm_biofuel_share_cropland,soybean_biofuel_share_cropland,sunflower_biofuel_share_cropland,rapeseed_biofuel_share_cropland,oilcrops_biofuel_share_cropland,cereal_other_yield,cereal_main_land,cereal_other_land,cereal_main_production,cereal_other_production,sugarcane_biofuels,sugarbeet_biofuels,sugarcrops_biofuels,roots_biofuels,oilcrops_biofuels
Italy,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.805865819988,0.0452481909413327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,128000.0,0.0,0.0,5105.805865819988,0.0,5105.805865819988,0.0,0.0452481909413327,0.0,0.0452481909413327,144000.0,2000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0,182000.0
Italy,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021.721015849843,0.0450904284443732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,126000.0,0.0,0.0,5021.721015849843,0.0,5021.721015849843,0.0,0.0450904284443732,0.0,0.0450904284443732,171000.0,3000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127000.0,224000.0
Italy,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265.638416259359,0.0575145806522797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,151000.0,0.0,0.0,6265.638416259359,0.0,6265.638416259359,0.0,0.0575145806522797,0.0,0.0575145806522797,186000.0,3000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,259000.0
Italy,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.6293334985085,0.069300970998183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,159000.0,0.0,0.0,7303.6293334985085,0.0,7303.6293334985085,0.0,0.069300970998183,0.0,0.069300970998183,190000.0,43000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000.0,258000.0
Italy,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6163.389824385118,0.0585372763261954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,155000.0,0.0,0.0,6163.389824385118,0.0,6163.389824385118,0.0,0.0585372763261954,0.0,0.0585372763261954,244000.0,33000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,402000.0
Italy,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6977.142980068155,0.0675163826211356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,175000.0,0.0,0.0,6977.142980068155,0.0,6977.142980068155,0.0,0.0675163826211356,0.0,0.0675163826211356,333000.0,23000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000.0,381000.0
Italy,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8046.491346061141,0.0811056480804469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,198000.0,0.0,0.0,8046.491346061141,0.0,8046.491346061141,0.0,0.0811056480804469,0.0,0.0811056480804469,359000.0,3000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201000.0,452000.0
Italy,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6203.570832334698,0.063941154734433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,159000.0,0.0,0.0,6203.570832334698,0.0,6203.570832334698,0.0,0.063941154734433,0.0,0.063941154734433,359000.0,3000.0,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162000.0,477000.0
Italy,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.059270871648,0.0780091932722509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,178000.0,0.0,0.0,7833.059270871648,0.0,7833.059270871648,0.0,0.0780091932722509,0.0,0.0780091932722509,533000.0,3000.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,641000.0
Italy,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7408.8392580553855,0.0775031796453538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,184000.0,0.0,0.0,7408.8392580553855,0.0,7408.8392580553855,0.0,0.0775031796453538,0.0,0.0775031796453538,776000.0,3000.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187000.0,969000.0
Italy,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192713.45831114936,2.00121977832902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,36000.0,0.0,0.0,1441.8225184525795,0.0,1441.8225184525795,0.0,0.0149725077119874,0.0,0.0149725077119874,854000.0,3000.0,105000.0,332017.0,0.0,1559.1397849741782,72326.93623441146,117385.55977331116,191271.6357926968,0.0,0.016190780873395,0.7510741417164016,1.2189823480272357,1.986247270617032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,1294017.0
Italy,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144576.42270680974,1.5645783696330449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,43000.0,0.0,0.0,1725.8125303894265,0.0,1725.8125303894265,0.0,0.0186764128239962,0.0,0.0186764128239962,724000.0,3000.0,80000.0,144691.0,0.0,1919.2945262928624,55236.02340719012,85695.29224293731,142850.6101764203,0.0,0.0207702379445543,0.5977536712378738,0.9273780476266202,1.5459019568090486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44000.0,951691.0
Italy,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104570.1537525234,1.0938300601728386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,32000.0,0.0,0.0,1257.3130730847722,0.0,1257.3130730847722,0.0,0.013151810387916,0.0,0.013151810387916,787000.0,3000.0,95000.0,80032.0,0.0,1590.363825273991,74609.0717303828,27113.405123781817,103312.8406794386,0.0,0.0166356048668827,0.7804296206106986,0.2836130243073412,1.0806782497849226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.0,965032.0
Italy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131261.91016440577,1.4445021477319882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,37000.0,0.0,0.0,1465.445276646393,0.0,1465.445276646393,0.0,0.0161268325811202,0.0,0.0161268325811202,1105000.0,3000.0,90000.0,71016.0,0.0,1945.2042259056052,88836.19485541817,39015.0658064356,129796.46488775936,0.0,0.021406451259003,0.9776185193729304,0.4293503445189346,1.428375315150868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,1269016.0
Italy,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161273.1208332702,1.7681517468837868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,35000.0,0.0,0.0,1341.8496662008254,0.0,1341.8496662008254,0.0,0.0147116507641796,0.0,0.0147116507641796,1372000.0,1000.0,121000.0,100165.0,0.0,837.6510791151015,99581.30079188485,59512.31929606943,159931.27116706938,0.0,0.009183763612708,1.0917805152054032,0.6524758173014957,1.7534400961196073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,1594165.0
Italy,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158529.07765373043,1.7520897176583825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,37000.0,0.0,0.0,1362.4931756215126,0.0,1362.4931756215126,0.0,0.0150585010568248,0.0,0.0150585010568248,1279000.0,1000.0,110000.0,97490.0,0.0,1122.743459391174,99207.17101178368,56836.67000693407,157166.5844781089,0.0,0.0124087473407512,1.0964541446925693,0.6281683245682369,1.7370312166015576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41000.0,1487490.0
Italy,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156676.44298762287,1.7124980105762693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,35000.0,0.0,0.0,1230.7736059394751,0.0,1230.7736059394751,0.0,0.0134525478843532,0.0,0.0134525478843532,1157000.0,2000.0,136000.0,65417.0,0.0,1634.382978891711,105665.79651271716,48145.48989007455,155445.6693816834,0.0,0.0178640614153646,1.154943671578502,0.5262377296980494,1.699045462691916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,1360417.0
Italy,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154503.93184986303,1.6760622080997278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,39000.0,0.0,0.0,1406.353188629723,0.0,1406.353188629723,0.0,0.0152561517527808,0.0,0.0152561517527808,1105000.0,2000.0,159000.0,41863.0,0.0,1744.2088185774594,123118.49798387302,28234.871858782823,153097.5786612333,0.0,0.0189212174010738,1.3355922992904408,0.3062925396554325,1.660806056346947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000.0,1307863.0
Italy,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168067.54648297495,1.834798542390556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,40000.0,0.0,0.0,1420.3133291877984,0.0,1420.3133291877984,0.0,0.0155056040304344,0.0,0.0155056040304344,1272000.0,2000.0,229000.0,19081.0,0.0,1647.7800207872062,155465.55555728296,9533.897575716968,166647.23315378715,0.0,0.0179888648557555,1.6972222222410804,0.1040818512632856,1.8192929383601215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46000.0,1522081.0
Italy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214499.77653250625,2.29926208438586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,40000.0,0.0,0.0,1398.9535758703764,0.0,1398.9535758703764,0.0,0.0149956376030411,0.0,0.0149956376030411,1154000.0,2000.0,241000.0,40536.0,0.0,1322.99128729601,190295.26987098364,21482.56179835625,213100.82295663588,0.0,0.0141813840276498,2.039809578943878,0.2302754838112908,2.2842664467828184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,1437536.0
