DATAFLOW,LAST UPDATE,freq,unit,rskpovth,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,F,IT,2021,34.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,F,IT,2022,37.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,F,IT,2023,32.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,F,IT,2024,32.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,F,IT,2025,30.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2004,25.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2005,26.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2006,29.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2007,27.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2008,26.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2009,26.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2010,26.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2011,27.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2012,31.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2013,33.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2014,34.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2015,33.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2016,37.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2017,33.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2018,33.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2019,34.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2020,36.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2021,39.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2022,34.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2023,34.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2024,29.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,M,IT,2025,27.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2004,26.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2005,26.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2006,28.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2007,26.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2008,26.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2009,28.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2010,27.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2011,28.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2012,31.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2013,30.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2014,32.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2015,33.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2016,36.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2017,34.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2018,35.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2019,36.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2020,32.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2021,37.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2022,35.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2023,33.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2024,30.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y6-11,T,IT,2025,28.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2004,11.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2005,10.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2006,10.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2007,9.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2008,8.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2009,8.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2010,8.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2011,8.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2012,9.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2013,9.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2014,9.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2015,9.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2016,9.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2017,9.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2018,9.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2019,10.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2020,10.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2021,9.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2022,8.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2023,7.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2024,7.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,F,IT,2025,7.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2004,8.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2005,8.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2006,9.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2007,7.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2008,7.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2009,7.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2010,7.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2011,7.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2012,8.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2013,7.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2014,8.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2015,8.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2016,8.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2017,8.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2018,9.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2019,9.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2020,8.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2021,8.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2022,7.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2023,7.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2024,7.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,M,IT,2025,6.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2004,10.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2005,9.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2006,9.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2007,8.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2008,8.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2009,8.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2010,8.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2011,8.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2012,8.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2013,8.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2014,9.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2015,8.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2016,9.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2017,8.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2018,9.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2019,9.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2020,9.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2021,8.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2022,7.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2023,7.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2024,7.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_GE65,T,IT,2025,7.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2004,31.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2005,28.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2006,28.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2007,27.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2008,29.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2009,29.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2010,31.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2011,29.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2012,33.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2013,31.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2014,33.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2015,35.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2016,36.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2017,37.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2018,39.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2019,39.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2020,33.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2021,37.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2022,35.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2023,34.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2024,33.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,F,IT,2025,32.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2004,28.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2005,28.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2006,30.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2007,29.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2008,29.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2009,28.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2010,29.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2011,31.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2012,33.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2013,35.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2014,34.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2015,34.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2016,37.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2017,35.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2018,37.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2019,37.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2020,36.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2021,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2022,35.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2023,36.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2024,34.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,M,IT,2025,32.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2004,30.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2005,28.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2006,29.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2007,28.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2008,29.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2009,29.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2010,30.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2011,30.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2012,33.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2013,33.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2014,34.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2015,34.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2016,37.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2017,36.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2018,38.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2019,38.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2020,34.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2021,38.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2022,35.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2023,35.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2024,33.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT18,T,IT,2025,32.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2004,27.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2005,23.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2006,22.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2007,20.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2008,26.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2009,24.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2010,25.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2011,25.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2012,27.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2013,29.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2014,27.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2015,34.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2016,32.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2017,33.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2018,34.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2019,33.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2020,28.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2021,31.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2022,25.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2023,26.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2024,25.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,F,IT,2025,27.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2004,23.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2005,22.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2006,23.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2007,22.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2008,23.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2009,22.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2010,24.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2011,26.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2012,28.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2013,30.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2014,29.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2015,26.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2016,28.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2017,27.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2018,35.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2019,34.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2020,28.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y_LT6,M,IT,2021,31.6,,
