DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2004,96.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2005,99.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2006,103.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2007,108,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2008,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2009,104.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2010,102.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2011,103,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2012,99.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2013,97.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2014,98.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2015,102.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2016,104.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2017,107,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2018,109.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2019,111.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2021,106.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2022,112.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2023,114.8,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES61,2024,119.5,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2000,76.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2001,79.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2002,82.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2003,85.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2004,87.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2005,91.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2006,95,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2007,99.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2008,100.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2009,96.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2010,96.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2011,95.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2012,92.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2013,92,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2014,93.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2015,100.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2016,103.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2017,107.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2018,107.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2019,109.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2021,106.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2022,111.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2023,112.9,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES62,2024,118.6,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2000,119.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2001,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2002,113.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2003,112.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2004,110.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2005,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2006,107.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2007,107.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2008,106,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2009,101.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2010,100.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2011,101.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2012,99.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2013,100.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2014,99.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2015,102.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2016,103.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2017,106.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2018,108.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2019,109.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2021,103.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2022,107.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2023,108.7,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES63,2024,110.2,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2000,119.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2001,116,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2002,112.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2003,111.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2004,109.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2005,107.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2006,106.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2007,104.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2008,102.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2009,99.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2010,96.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2011,98,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2012,96.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2013,97,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2014,98.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2015,100.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2016,103,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2017,105.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2018,108.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2019,109.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2021,103.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2022,106.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2023,109.2,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES64,2024,110.9,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2000,95.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2001,99.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2002,101.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2003,104.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2004,106.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2005,109,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2006,112.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2007,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2008,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2009,111,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2010,111.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2011,111.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2012,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2013,107.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2014,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2015,111.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2016,113.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2017,118.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2018,121,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2019,123,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2021,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2022,121.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2023,126,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES7,2024,131.8,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2000,95.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2001,99.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2002,101.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2003,104.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2004,106.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2005,109,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2006,112.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2007,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2008,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2009,111,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2010,111.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2011,111.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2012,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2013,107.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2014,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2015,111.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2016,113.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2017,118.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2018,121,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2019,123,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2021,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2022,121.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2023,126,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ES70,2024,131.8,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2000,67.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2001,69.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2002,69.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2003,63.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2004,71.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2005,76.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2006,84.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2007,82.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2008,83.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2009,85.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2010,89.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2011,121.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2012,99.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2013,105.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2014,102.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2015,106.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2016,99.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2017,98.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2018,99.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2019,99.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2021,100.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2022,101.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2023,100.2,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZ,2024,102.4,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2000,67.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2001,69.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2002,69.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2003,63.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2004,71.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2005,76.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2006,84.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2007,82.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2008,83.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2009,85.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2010,89.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2011,121.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2012,99.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2013,105.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2014,102.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2015,106.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2016,99.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2017,98.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2018,99.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2019,99.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2021,100.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2022,101.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2023,100.2,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ESZZ,2024,102.4,p,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2000,80.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2001,81.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2002,82.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2003,83.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2004,85.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2005,87.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2006,90.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2007,93.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2008,94.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2009,90.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2010,92.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2011,94,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2012,93.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2013,93.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2014,94.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2015,97.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2016,98.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2017,101.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2018,103.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2019,105.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2020,100,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2021,106.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2022,110.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2023,111.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,EU27_2020,2024,112.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2000,81.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2001,83.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2002,84.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2003,85.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2004,89.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2005,91.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2006,94.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2007,100.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2008,101.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2009,92.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2010,95.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2011,97.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,FI,2012,95.5,,
