source,sector,gas,year,value
,Agriculture,CO2,2000,0.57
,Agriculture,CO2,2001,0.59
,Agriculture,CO2,2002,0.61
,Agriculture,CO2,2003,0.62
,Agriculture,CO2,2004,0.63
,Agriculture,CO2,2005,0.56
,Agriculture,CO2,2006,0.59
,Agriculture,CO2,2007,0.59
,Agriculture,CO2,2008,0.55
,Agriculture,CO2,2009,0.42
,Agriculture,CO2,2010,0.38
,Agriculture,CO2,2011,0.4
,Agriculture,CO2,2012,0.59
,Agriculture,CO2,2013,0.48
,Agriculture,CO2,2014,0.44
,Agriculture,CO2,2015,0.46
,Agriculture,CO2,2016,0.59
,Agriculture,CO2,2017,0.46
,Agriculture,CO2,2018,0.44
,Agriculture,CO2,2019,0.43
,Agriculture,CO2,2020,0.5
,Agriculture,CO2,2021,0.46
,Agriculture,N2O,1990,12.53
,Agriculture,N2O,1991,13.16
,Agriculture,N2O,1992,13.34
,Agriculture,N2O,1993,13.73
,Agriculture,N2O,1994,13.51
,Agriculture,N2O,1995,13.41
,Agriculture,N2O,1996,13.27
,Agriculture,N2O,1997,13.78
,Agriculture,N2O,1998,13.4
,Agriculture,N2O,1999,13.57
,Agriculture,N2O,2000,13.11
,Agriculture,N2O,2001,13.07
,Agriculture,N2O,2002,12.92
,Agriculture,N2O,2003,12.6
,Agriculture,N2O,2004,12.77
,Agriculture,N2O,2005,12.35
,Agriculture,N2O,2006,12.23
,Agriculture,N2O,2007,12.2
,Agriculture,N2O,2008,11.51
,Agriculture,N2O,2009,10.89
,Agriculture,N2O,2010,10.6
,Agriculture,N2O,2011,10.86
,Agriculture,N2O,2012,11.2
,Agriculture,N2O,2013,10.57
,Agriculture,N2O,2014,10.64
,Agriculture,N2O,2015,10.48
,Agriculture,N2O,2016,10.93
,Agriculture,N2O,2017,10.61
,Agriculture,N2O,2018,10.56
,Agriculture,N2O,2019,10.52
,Agriculture,N2O,2020,11.47
,Agriculture,N2O,2021,11.03
,Energy,Aggregate GHGs,1990,425.55
,Energy,Aggregate GHGs,1991,425.56
,Energy,Aggregate GHGs,1992,425.42
,Energy,Aggregate GHGs,1993,420.62
,Energy,Aggregate GHGs,1994,415.75
,Energy,Aggregate GHGs,1995,438.29
,Energy,Aggregate GHGs,1996,435.15
,Energy,Aggregate GHGs,1997,441.05
,Energy,Aggregate GHGs,1998,453.75
,Energy,Aggregate GHGs,1999,458.34
,Energy,Aggregate GHGs,2000,460.33
,Energy,Aggregate GHGs,2001,459.03
,Energy,Aggregate GHGs,2002,465.91
,Energy,Aggregate GHGs,2003,483.73
,Energy,Aggregate GHGs,2004,487.55
,Energy,Aggregate GHGs,2005,488.29
,Energy,Aggregate GHGs,2006,482.44
,Energy,Aggregate GHGs,2007,476.54
,Energy,Aggregate GHGs,2008,467.74
,Energy,Aggregate GHGs,2009,418.44
,Energy,Aggregate GHGs,2010,429.9
,Energy,Aggregate GHGs,2011,417.05
,Energy,Aggregate GHGs,2012,400.27
,Energy,Aggregate GHGs,2013,367.86
,Energy,Aggregate GHGs,2014,347.65
,Energy,Aggregate GHGs,2015,359.97
,Energy,Aggregate GHGs,2016,356.36
,Energy,Aggregate GHGs,2017,350.97
,Energy,Aggregate GHGs,2018,346.5
,Energy,Aggregate GHGs,2019,336.39
,Energy,Aggregate GHGs,2020,300.05
,Energy,Aggregate GHGs,2021,332.83
,Energy,CH4,1990,12.88
,Energy,CH4,1991,13.0
,Energy,CH4,1992,13.07
,Energy,CH4,1993,12.92
,Energy,CH4,1994,12.65
,Energy,CH4,1995,12.39
,Energy,CH4,1996,12.17
,Energy,CH4,1997,12.23
,Energy,CH4,1998,12.3
,Energy,CH4,1999,12.04
,Energy,CH4,2000,11.58
,Energy,CH4,2001,10.96
,Energy,CH4,2002,10.49
,Energy,CH4,2003,10.86
,Energy,CH4,2004,10.05
,Energy,CH4,2005,10.62
,Energy,CH4,2006,10.13
,Energy,CH4,2007,10.64
,Energy,CH4,2008,10.96
,Energy,CH4,2009,10.56
,Energy,CH4,2010,10.83
,Energy,CH4,2011,9.9
,Energy,CH4,2012,10.52
,Energy,CH4,2013,10.36
,Energy,CH4,2014,9.73
,Energy,CH4,2015,9.46
,Energy,CH4,2016,8.97
,Energy,CH4,2017,9.0
,Energy,CH4,2018,8.42
,Energy,CH4,2019,7.49
,Energy,CH4,2020,7.22
,Energy,CH4,2021,7.27
,Energy,CO2,1990,408.58
,Energy,CO2,1991,408.36
,Energy,CO2,1992,408.16
,Energy,CO2,1993,403.53
,Energy,CO2,1994,398.77
,Energy,CO2,1995,421.14
,Energy,CO2,1996,417.89
,Energy,CO2,1997,423.46
,Energy,CO2,1998,435.71
,Energy,CO2,1999,440.34
,Energy,CO2,2000,443.93
,Energy,CO2,2001,443.25
,Energy,CO2,2002,450.79
,Energy,CO2,2003,467.9
,Energy,CO2,2004,472.59
,Energy,CO2,2005,472.85
,Energy,CO2,2006,467.45
,Energy,CO2,2007,460.83
,Energy,CO2,2008,451.7
,Energy,CO2,2009,403.11
,Energy,CO2,2010,414.32
,Energy,CO2,2011,402.9
,Energy,CO2,2012,385.42
,Energy,CO2,2013,353.25
,Energy,CO2,2014,333.87
,Energy,CO2,2015,346.34
,Energy,CO2,2016,343.31
,Energy,CO2,2017,337.84
,Energy,CO2,2018,333.96
,Energy,CO2,2019,324.88
,Energy,CO2,2020,289.08
,Energy,CO2,2021,321.46
,Energy,N2O,1990,4.09
,Energy,N2O,1991,4.19
,Energy,N2O,1992,4.19
,Energy,N2O,1993,4.17
,Energy,N2O,1994,4.32
,Energy,N2O,1995,4.76
,Energy,N2O,1996,5.09
,Energy,N2O,1997,5.36
,Energy,N2O,1998,5.75
,Energy,N2O,1999,5.95
,Energy,N2O,2000,4.81
,Energy,N2O,2001,4.82
,Energy,N2O,2002,4.63
,Energy,N2O,2003,4.97
,Energy,N2O,2004,4.91
,Energy,N2O,2005,4.81
,Energy,N2O,2006,4.86
,Energy,N2O,2007,5.08
,Energy,N2O,2008,5.09
,Energy,N2O,2009,4.76
,Energy,N2O,2010,4.75
,Energy,N2O,2011,4.25
,Energy,N2O,2012,4.34
,Energy,N2O,2013,4.26
,Energy,N2O,2014,4.05
,Energy,N2O,2015,4.17
,Energy,N2O,2016,4.09
,Energy,N2O,2017,4.13
,Energy,N2O,2018,4.12
,Energy,N2O,2019,4.02
,Energy,N2O,2020,3.75
,Energy,N2O,2021,4.1
,Industrial Processes and Product Use,Aggregate F-gases,1990,3.41
,Industrial Processes and Product Use,Aggregate F-gases,1991,3.08
,Industrial Processes and Product Use,Aggregate F-gases,1992,2.51
,Industrial Processes and Product Use,Aggregate F-gases,1993,2.44
,Industrial Processes and Product Use,Aggregate F-gases,1994,2.37
,Industrial Processes and Product Use,Aggregate F-gases,1995,3.01
,Industrial Processes and Product Use,Aggregate F-gases,1996,2.73
,Industrial Processes and Product Use,Aggregate F-gases,1997,3.27
,Industrial Processes and Product Use,Aggregate F-gases,1998,3.75
,Industrial Processes and Product Use,Aggregate F-gases,1999,4.01
,Industrial Processes and Product Use,Aggregate F-gases,2000,4.82
,Industrial Processes and Product Use,Aggregate F-gases,2001,5.99
,Industrial Processes and Product Use,Aggregate F-gases,2002,6.93
,Industrial Processes and Product Use,Aggregate F-gases,2003,8.44
,Industrial Processes and Product Use,Aggregate F-gases,2004,9.99
,Industrial Processes and Product Use,Aggregate F-gases,2005,11.1
,Industrial Processes and Product Use,Aggregate F-gases,2006,12.35
,Industrial Processes and Product Use,Aggregate F-gases,2007,13.08
,Industrial Processes and Product Use,Aggregate F-gases,2008,14.14
,Industrial Processes and Product Use,Aggregate F-gases,2009,14.74
,Industrial Processes and Product Use,Aggregate F-gases,2010,16.15
,Industrial Processes and Product Use,Aggregate F-gases,2011,17.23
,Industrial Processes and Product Use,Aggregate F-gases,2012,17.79
,Industrial Processes and Product Use,Aggregate F-gases,2013,18.72
,Industrial Processes and Product Use,Aggregate F-gases,2014,19.09
,Industrial Processes and Product Use,Aggregate F-gases,2015,17.7
,Industrial Processes and Product Use,Aggregate F-gases,2016,18.15
,Industrial Processes and Product Use,Aggregate F-gases,2017,18.18
,Industrial Processes and Product Use,Aggregate F-gases,2018,18.94
,Industrial Processes and Product Use,Aggregate F-gases,2019,18.42
,Industrial Processes and Product Use,Aggregate F-gases,2020,16.83
,Industrial Processes and Product Use,Aggregate F-gases,2021,16.08
,Industrial Processes and Product Use,Aggregate GHGs,1990,39.26
,Industrial Processes and Product Use,Aggregate GHGs,1991,38.83
,Industrial Processes and Product Use,Aggregate GHGs,1992,38.37
,Industrial Processes and Product Use,Aggregate GHGs,1993,35.44
,Industrial Processes and Product Use,Aggregate GHGs,1994,34.07
,Industrial Processes and Product Use,Aggregate GHGs,1995,37.27
,Industrial Processes and Product Use,Aggregate GHGs,1996,34.43
,Industrial Processes and Product Use,Aggregate GHGs,1997,35.09
,Industrial Processes and Product Use,Aggregate GHGs,1998,35.75
,Industrial Processes and Product Use,Aggregate GHGs,1999,36.28
,Industrial Processes and Product Use,Aggregate GHGs,2000,38.37
,Industrial Processes and Product Use,Aggregate GHGs,2001,40.41
,Industrial Processes and Product Use,Aggregate GHGs,2002,40.97
,Industrial Processes and Product Use,Aggregate GHGs,2003,43.0
,Industrial Processes and Product Use,Aggregate GHGs,2004,46.23
,Industrial Processes and Product Use,Aggregate GHGs,2005,47.23
,Industrial Processes and Product Use,Aggregate GHGs,2006,44.05
,Industrial Processes and Product Use,Aggregate GHGs,2007,44.47
,Industrial Processes and Product Use,Aggregate GHGs,2008,42.37
,Industrial Processes and Product Use,Aggregate GHGs,2009,37.51
,Industrial Processes and Product Use,Aggregate GHGs,2010,38.96
,Industrial Processes and Product Use,Aggregate GHGs,2011,39.31
,Industrial Processes and Product Use,Aggregate GHGs,2012,36.64
,Industrial Processes and Product Use,Aggregate GHGs,2013,35.76
,Industrial Processes and Product Use,Aggregate GHGs,2014,35.4
,Industrial Processes and Product Use,Aggregate GHGs,2015,33.33
,Industrial Processes and Product Use,Aggregate GHGs,2016,33.57
,Industrial Processes and Product Use,Aggregate GHGs,2017,33.88
,Industrial Processes and Product Use,Aggregate GHGs,2018,34.93
,Industrial Processes and Product Use,Aggregate GHGs,2019,34.04
,Industrial Processes and Product Use,Aggregate GHGs,2020,31.04
,Industrial Processes and Product Use,Aggregate GHGs,2021,31.85
,Industrial Processes and Product Use,CH4,1990,0.14
,Industrial Processes and Product Use,CH4,1991,0.14
,Industrial Processes and Product Use,CH4,1992,0.14
,Industrial Processes and Product Use,CH4,1993,0.14
,Industrial Processes and Product Use,CH4,1994,0.14
,Industrial Processes and Product Use,CH4,1995,0.15
,Industrial Processes and Product Use,CH4,1996,0.08
,Industrial Processes and Product Use,CH4,1997,0.09
,Industrial Processes and Product Use,CH4,1998,0.08
,Industrial Processes and Product Use,CH4,1999,0.08
,Industrial Processes and Product Use,CH4,2000,0.08
,Industrial Processes and Product Use,CH4,2001,0.08
,Industrial Processes and Product Use,CH4,2002,0.07
,Industrial Processes and Product Use,CH4,2003,0.08
,Industrial Processes and Product Use,CH4,2004,0.08
,Industrial Processes and Product Use,CH4,2005,0.08
,Industrial Processes and Product Use,CH4,2006,0.09
,Industrial Processes and Product Use,CH4,2007,0.08
,Industrial Processes and Product Use,CH4,2008,0.08
,Industrial Processes and Product Use,CH4,2009,0.05
,Industrial Processes and Product Use,CH4,2010,0.07
,Industrial Processes and Product Use,CH4,2011,0.07
,Industrial Processes and Product Use,CH4,2012,0.07
,Industrial Processes and Product Use,CH4,2013,0.06
,Industrial Processes and Product Use,CH4,2014,0.05
,Industrial Processes and Product Use,CH4,2015,0.05
,Industrial Processes and Product Use,CH4,2016,0.05
,Industrial Processes and Product Use,CH4,2017,0.05
,Industrial Processes and Product Use,CH4,2018,0.05
,Industrial Processes and Product Use,CH4,2019,0.05
,Industrial Processes and Product Use,CH4,2020,0.04
,Industrial Processes and Product Use,CH4,2021,0.05
,Industrial Processes and Product Use,CO2,1990,29.3
,Industrial Processes and Product Use,CO2,1991,28.91
,Industrial Processes and Product Use,CO2,1992,29.48
,Industrial Processes and Product Use,CO2,1993,26.47
,Industrial Processes and Product Use,CO2,1994,25.51
,Industrial Processes and Product Use,CO2,1995,27.26
,Industrial Processes and Product Use,CO2,1996,24.82
,Industrial Processes and Product Use,CO2,1997,24.91
,Industrial Processes and Product Use,CO2,1998,24.9
,Industrial Processes and Product Use,CO2,1999,25.06
,Industrial Processes and Product Use,CO2,2000,25.82
,Industrial Processes and Product Use,CO2,2001,26.51
,Industrial Processes and Product Use,CO2,2002,26.42
,Industrial Processes and Product Use,CO2,2003,27.28
,Industrial Processes and Product Use,CO2,2004,28.23
,Industrial Processes and Product Use,CO2,2005,28.7
,Industrial Processes and Product Use,CO2,2006,28.65
,Industrial Processes and Product Use,CO2,2007,29.02
,Industrial Processes and Product Use,CO2,2008,26.62
,Industrial Processes and Product Use,CO2,2009,21.17
,Industrial Processes and Product Use,CO2,2010,21.65
,Industrial Processes and Product Use,CO2,2011,21.26
,Industrial Processes and Product Use,CO2,2012,18.05
,Industrial Processes and Product Use,CO2,2013,16.3
,Industrial Processes and Product Use,CO2,2014,15.69
,Industrial Processes and Product Use,CO2,2015,15.04
,Industrial Processes and Product Use,CO2,2016,14.81
,Industrial Processes and Product Use,CO2,2017,15.03
,Industrial Processes and Product Use,CO2,2018,15.33
,Industrial Processes and Product Use,CO2,2019,15.0
,Industrial Processes and Product Use,CO2,2020,13.61
,Industrial Processes and Product Use,CO2,2021,15.22
,Industrial Processes and Product Use,N2O,1990,6.4
,Industrial Processes and Product Use,N2O,1991,6.7
,Industrial Processes and Product Use,N2O,1992,6.25
,Industrial Processes and Product Use,N2O,1993,6.4
,Industrial Processes and Product Use,N2O,1994,6.05
,Industrial Processes and Product Use,N2O,1995,6.85
,Industrial Processes and Product Use,N2O,1996,6.79
,Industrial Processes and Product Use,N2O,1997,6.82
,Industrial Processes and Product Use,N2O,1998,7.01
,Industrial Processes and Product Use,N2O,1999,7.13
,Industrial Processes and Product Use,N2O,2000,7.65
,Industrial Processes and Product Use,N2O,2001,7.83
,Industrial Processes and Product Use,N2O,2002,7.55
,Industrial Processes and Product Use,N2O,2003,7.21
,Industrial Processes and Product Use,N2O,2004,7.94
,Industrial Processes and Product Use,N2O,2005,7.34
,Industrial Processes and Product Use,N2O,2006,2.95
,Industrial Processes and Product Use,N2O,2007,2.29
,Industrial Processes and Product Use,N2O,2008,1.53
,Industrial Processes and Product Use,N2O,2009,1.55
,Industrial Processes and Product Use,N2O,2010,1.09
,Industrial Processes and Product Use,N2O,2011,0.75
,Industrial Processes and Product Use,N2O,2012,0.74
,Industrial Processes and Product Use,N2O,2013,0.69
,Industrial Processes and Product Use,N2O,2014,0.56
,Industrial Processes and Product Use,N2O,2015,0.54
,Industrial Processes and Product Use,N2O,2016,0.56
,Industrial Processes and Product Use,N2O,2017,0.62
,Industrial Processes and Product Use,N2O,2018,0.61
,Industrial Processes and Product Use,N2O,2019,0.57
,Industrial Processes and Product Use,N2O,2020,0.56
,Industrial Processes and Product Use,N2O,2021,0.5
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1990,-3.49
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1991,-18.94
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1992,-16.95
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1993,-4.1
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1994,-17.14
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1995,-23.92
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1996,-25.43
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1997,-17.04
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1998,-14.58
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,1999,-24.29
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2000,-21.55
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2001,-31.8
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2002,-36.12
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2003,-28.14
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2004,-34.47
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2005,-35.56
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2006,-36.37
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2007,-13.43
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2008,-31.92
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2009,-35.34
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2010,-41.68
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2011,-34.38
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2012,-24.91
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2013,-41.23
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2014,-41.91
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2015,-43.96
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2016,-43.16
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2017,-23.3
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2018,-45.17
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2019,-41.84
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2020,-32.54
,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,2021,-27.47
,"Land Use, Land-Use Change and Forestry",CH4,1990,1.44
,"Land Use, Land-Use Change and Forestry",CH4,1991,0.66
,"Land Use, Land-Use Change and Forestry",CH4,1992,0.73
,"Land Use, Land-Use Change and Forestry",CH4,1993,1.46
,"Land Use, Land-Use Change and Forestry",CH4,1994,0.87
,"Land Use, Land-Use Change and Forestry",CH4,1995,0.34
,"Land Use, Land-Use Change and Forestry",CH4,1996,0.37
,"Land Use, Land-Use Change and Forestry",CH4,1997,0.83
,"Land Use, Land-Use Change and Forestry",CH4,1998,1.07
,"Land Use, Land-Use Change and Forestry",CH4,1999,0.53
,"Land Use, Land-Use Change and Forestry",CH4,2000,0.8
,"Land Use, Land-Use Change and Forestry",CH4,2001,0.54
,"Land Use, Land-Use Change and Forestry",CH4,2002,0.29
,"Land Use, Land-Use Change and Forestry",CH4,2003,0.65
,"Land Use, Land-Use Change and Forestry",CH4,2004,0.39
,"Land Use, Land-Use Change and Forestry",CH4,2005,0.34
,"Land Use, Land-Use Change and Forestry",CH4,2006,0.27
,"Land Use, Land-Use Change and Forestry",CH4,2007,1.55
,"Land Use, Land-Use Change and Forestry",CH4,2008,0.57
,"Land Use, Land-Use Change and Forestry",CH4,2009,0.68
,"Land Use, Land-Use Change and Forestry",CH4,2010,0.39
,"Land Use, Land-Use Change and Forestry",CH4,2011,0.63
,"Land Use, Land-Use Change and Forestry",CH4,2012,1.34
,"Land Use, Land-Use Change and Forestry",CH4,2013,0.18
,"Land Use, Land-Use Change and Forestry",CH4,2014,0.31
,"Land Use, Land-Use Change and Forestry",CH4,2015,0.3
,"Land Use, Land-Use Change and Forestry",CH4,2016,0.34
,"Land Use, Land-Use Change and Forestry",CH4,2017,1.69
,"Land Use, Land-Use Change and Forestry",CH4,2018,0.17
,"Land Use, Land-Use Change and Forestry",CH4,2019,0.2
,"Land Use, Land-Use Change and Forestry",CH4,2020,0.37
,"Land Use, Land-Use Change and Forestry",CH4,2021,0.98
,"Land Use, Land-Use Change and Forestry",CO2,1990,-5.69
,"Land Use, Land-Use Change and Forestry",CO2,1991,-20.41
,"Land Use, Land-Use Change and Forestry",CO2,1992,-18.51
,"Land Use, Land-Use Change and Forestry",CO2,1993,-6.49
,"Land Use, Land-Use Change and Forestry",CO2,1994,-18.9
,"Land Use, Land-Use Change and Forestry",CO2,1995,-25.04
,"Land Use, Land-Use Change and Forestry",CO2,1996,-26.42
,"Land Use, Land-Use Change and Forestry",CO2,1997,-18.53
,"Land Use, Land-Use Change and Forestry",CO2,1998,-16.35
,"Land Use, Land-Use Change and Forestry",CO2,1999,-25.4
,"Land Use, Land-Use Change and Forestry",CO2,2000,-22.97
,"Land Use, Land-Use Change and Forestry",CO2,2001,-32.91
,"Land Use, Land-Use Change and Forestry",CO2,2002,-36.94
,"Land Use, Land-Use Change and Forestry",CO2,2003,-29.38
,"Land Use, Land-Use Change and Forestry",CO2,2004,-35.42
,"Land Use, Land-Use Change and Forestry",CO2,2005,-36.45
,"Land Use, Land-Use Change and Forestry",CO2,2006,-37.19
,"Land Use, Land-Use Change and Forestry",CO2,2007,-15.75
,"Land Use, Land-Use Change and Forestry",CO2,2008,-33.08
,"Land Use, Land-Use Change and Forestry",CO2,2009,-36.59
,"Land Use, Land-Use Change and Forestry",CO2,2010,-42.46
,"Land Use, Land-Use Change and Forestry",CO2,2011,-35.42
,"Land Use, Land-Use Change and Forestry",CO2,2012,-26.74
,"Land Use, Land-Use Change and Forestry",CO2,2013,-41.71
,"Land Use, Land-Use Change and Forestry",CO2,2014,-42.54
,"Land Use, Land-Use Change and Forestry",CO2,2015,-44.55
,"Land Use, Land-Use Change and Forestry",CO2,2016,-43.89
,"Land Use, Land-Use Change and Forestry",CO2,2017,-25.48
,"Land Use, Land-Use Change and Forestry",CO2,2018,-45.74
,"Land Use, Land-Use Change and Forestry",CO2,2019,-42.47
,"Land Use, Land-Use Change and Forestry",CO2,2020,-33.38
,"Land Use, Land-Use Change and Forestry",CO2,2021,-28.92
,"Land Use, Land-Use Change and Forestry",N2O,1990,0.76
,"Land Use, Land-Use Change and Forestry",N2O,1991,0.82
,"Land Use, Land-Use Change and Forestry",N2O,1992,0.83
,"Land Use, Land-Use Change and Forestry",N2O,1993,0.93
,"Land Use, Land-Use Change and Forestry",N2O,1994,0.89
,"Land Use, Land-Use Change and Forestry",N2O,1995,0.78
,"Land Use, Land-Use Change and Forestry",N2O,1996,0.62
,"Land Use, Land-Use Change and Forestry",N2O,1997,0.66
,"Land Use, Land-Use Change and Forestry",N2O,1998,0.7
,"Land Use, Land-Use Change and Forestry",N2O,1999,0.58
,"Land Use, Land-Use Change and Forestry",N2O,2000,0.62
,"Land Use, Land-Use Change and Forestry",N2O,2001,0.57
,"Land Use, Land-Use Change and Forestry",N2O,2002,0.53
,"Land Use, Land-Use Change and Forestry",N2O,2003,0.59
,"Land Use, Land-Use Change and Forestry",N2O,2004,0.56
,"Land Use, Land-Use Change and Forestry",N2O,2005,0.56
,"Land Use, Land-Use Change and Forestry",N2O,2006,0.55
,"Land Use, Land-Use Change and Forestry",N2O,2007,0.77
,"Land Use, Land-Use Change and Forestry",N2O,2008,0.6
,"Land Use, Land-Use Change and Forestry",N2O,2009,0.57
,"Land Use, Land-Use Change and Forestry",N2O,2010,0.38
,"Land Use, Land-Use Change and Forestry",N2O,2011,0.41
,"Land Use, Land-Use Change and Forestry",N2O,2012,0.48
,"Land Use, Land-Use Change and Forestry",N2O,2013,0.3
,"Land Use, Land-Use Change and Forestry",N2O,2014,0.32
,"Land Use, Land-Use Change and Forestry",N2O,2015,0.29
,"Land Use, Land-Use Change and Forestry",N2O,2016,0.38
,"Land Use, Land-Use Change and Forestry",N2O,2017,0.49
,"Land Use, Land-Use Change and Forestry",N2O,2018,0.4
,"Land Use, Land-Use Change and Forestry",N2O,2019,0.43
,"Land Use, Land-Use Change and Forestry",N2O,2020,0.47
,"Land Use, Land-Use Change and Forestry",N2O,2021,0.47
,Total GHG emissions with LULUCF,Aggregate F-gases,1990,3.41
,Total GHG emissions with LULUCF,Aggregate F-gases,1991,3.08
,Total GHG emissions with LULUCF,Aggregate F-gases,1992,2.51
,Total GHG emissions with LULUCF,Aggregate F-gases,1993,2.44
,Total GHG emissions with LULUCF,Aggregate F-gases,1994,2.37
,Total GHG emissions with LULUCF,Aggregate F-gases,1995,3.01
,Total GHG emissions with LULUCF,Aggregate F-gases,1996,2.73
,Total GHG emissions with LULUCF,Aggregate F-gases,1997,3.27
,Total GHG emissions with LULUCF,Aggregate F-gases,1998,3.75
,Total GHG emissions with LULUCF,Aggregate F-gases,1999,4.01
,Total GHG emissions with LULUCF,Aggregate F-gases,2000,4.82
,Total GHG emissions with LULUCF,Aggregate F-gases,2001,5.99
,Total GHG emissions with LULUCF,Aggregate F-gases,2002,6.93
,Total GHG emissions with LULUCF,Aggregate F-gases,2003,8.44
,Total GHG emissions with LULUCF,Aggregate F-gases,2004,9.99
,Total GHG emissions with LULUCF,Aggregate F-gases,2005,11.1
,Total GHG emissions with LULUCF,Aggregate F-gases,2006,12.35
,Total GHG emissions with LULUCF,Aggregate F-gases,2007,13.08
,Total GHG emissions with LULUCF,Aggregate F-gases,2008,14.14
,Total GHG emissions with LULUCF,Aggregate F-gases,2009,14.74
,Total GHG emissions with LULUCF,Aggregate F-gases,2010,16.15
,Total GHG emissions with LULUCF,Aggregate F-gases,2011,17.23
,Total GHG emissions with LULUCF,Aggregate F-gases,2012,17.79
,Total GHG emissions with LULUCF,Aggregate F-gases,2013,18.72
,Total GHG emissions with LULUCF,Aggregate F-gases,2014,19.09
,Total GHG emissions with LULUCF,Aggregate F-gases,2015,17.7
,Total GHG emissions with LULUCF,Aggregate F-gases,2016,18.15
,Total GHG emissions with LULUCF,Aggregate F-gases,2017,18.18
,Total GHG emissions with LULUCF,Aggregate F-gases,2018,18.94
,Total GHG emissions with LULUCF,Aggregate F-gases,2019,18.42
,Total GHG emissions with LULUCF,Aggregate F-gases,2020,16.83
,Total GHG emissions with LULUCF,Aggregate F-gases,2021,16.08
,Total GHG emissions with LULUCF,Aggregate GHGs,1990,517.99
,Total GHG emissions with LULUCF,Aggregate GHGs,1991,503.76
,Total GHG emissions with LULUCF,Aggregate GHGs,1992,505.04
,Total GHG emissions with LULUCF,Aggregate GHGs,1993,511.06
,Total GHG emissions with LULUCF,Aggregate GHGs,1994,492.23
,Total GHG emissions with LULUCF,Aggregate GHGs,1995,511.73
,Total GHG emissions with LULUCF,Aggregate GHGs,1996,504.95
,Total GHG emissions with LULUCF,Aggregate GHGs,1997,521.07
,Total GHG emissions with LULUCF,Aggregate GHGs,1998,536.01
,Total GHG emissions with LULUCF,Aggregate GHGs,1999,531.85
,Total GHG emissions with LULUCF,Aggregate GHGs,2000,538.42
,Total GHG emissions with LULUCF,Aggregate GHGs,2001,530.04
,Total GHG emissions with LULUCF,Aggregate GHGs,2002,531.63
,Total GHG emissions with LULUCF,Aggregate GHGs,2003,559.11
,Total GHG emissions with LULUCF,Aggregate GHGs,2004,558.43
,Total GHG emissions with LULUCF,Aggregate GHGs,2005,558.64
,Total GHG emissions with LULUCF,Aggregate GHGs,2006,547.69
,Total GHG emissions with LULUCF,Aggregate GHGs,2007,565.39
,Total GHG emissions with LULUCF,Aggregate GHGs,2008,534.33
,Total GHG emissions with LULUCF,Aggregate GHGs,2009,476.31
,Total GHG emissions with LULUCF,Aggregate GHGs,2010,481.78
,Total GHG emissions with LULUCF,Aggregate GHGs,2011,476.48
,Total GHG emissions with LULUCF,Aggregate GHGs,2012,467.04
,Total GHG emissions with LULUCF,Aggregate GHGs,2013,415.24
,Total GHG emissions with LULUCF,Aggregate GHGs,2014,393.48
,Total GHG emissions with LULUCF,Aggregate GHGs,2015,401.77
,Total GHG emissions with LULUCF,Aggregate GHGs,2016,399.8
,Total GHG emissions with LULUCF,Aggregate GHGs,2017,414.04
,Total GHG emissions with LULUCF,Aggregate GHGs,2018,388.46
,Total GHG emissions with LULUCF,Aggregate GHGs,2019,380.44
,Total GHG emissions with LULUCF,Aggregate GHGs,2020,352.43
,Total GHG emissions with LULUCF,Aggregate GHGs,2021,390.12
,Total GHG emissions with LULUCF,CH4,1990,56.42
,Total GHG emissions with LULUCF,CH4,1991,56.64
