operatorLogoUrl,operatorKey,operatorLabel,operatorLabelLong,operatorTooltip,operatorCountryKey,operatorCountryLabel,operatorCountryFlag,operatorTypeLabel,operatorTypeLabelLong,participates,membershipLabel,tsoEicCode,tsoDisplayName,tsoShortName,tsoLongName,tsoStreet,tsoBuildingNumber,tsoPostOfficeBox,tsoZipCode,tsoCity,tsoContactName,tsoContactPhone,tsoContactEmail,tsoContactUrl,tsoContactRemarks,tsoGeneralWebsiteUrl,tsoGeneralWebsiteUrlRemarks,tsoTariffInformationUrl,tsoTariffInformationUrlRemarks,tsoTariffCalculatorUrl,tsoTariffCalculatorUrlRemarks,tsoCapacityInformationUrl,tsoCapacityInformationUrlRemarks,tsoGasQualityURL,tsoGasQualityURLRemarks,tsoAccessConditionsUrl,tsoAccessConditionsUrlRemarks,tsoContractDocumentsUrl,tsoContractDocumentsUrlRemarks,tsoMaintainanceUrl,tsoMaintainanceUrlRemarks,gasDayStartHour,gasDayStartHourRemarks,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,withinDayContractsIsAvailable,withinDayContractsRemarks,availableContractsRemarks,firmCapacityTariffIsApplied,firmCapacityTariffUnit,firmCapacityTariffRemarks,interruptibleCapacityTariffIsApplied,interruptibleCapacityTariffUnit,interruptibleCapacityTariffRemarks,auctionIsApplied,auctionTariffIsApplied,auctionCapacityTariffUnit,auctionRemarks,commodityTariffIsApplied,commodityTariffUnit,commodityTariffPrice,commodityTariffRemarks,othersTariffIsApplied,othersTariffRemarks,generalTariffInformationRemarks,generalCapacityRemark,firstComeFirstServedIsApplied,firstComeFirstServedRemarks,openSubscriptionWindowIsApplied,openSubscriptionWindowRemarks,firmTechnicalRemark,firmBookedRemark,firmAvailableRemark,interruptibleTotalRemark,interruptibleBookedRemark,interruptibleAvailableRemark,tsoGeneralRemarks,balancingModel,bMHourlyImbalanceToleranceIsApplied,bMHourlyImbalanceToleranceIsInformation,bMHourlyImbalanceToleranceIsRemarks,bMDailyImbalanceToleranceIsApplied,bMDailyImbalanceToleranceIsInformation,bMDailyImbalanceToleranceIsRemarks,bMAdditionalDailyImbalanceToleranceIsApplied,bMAdditionalDailyImbalanceToleranceIsInformation,bMAdditionalDailyImbalanceToleranceIsRemarks,bMCumulatedImbalanceToleranceIsApplied,bMCumulatedImbalanceToleranceIsInformation,bMCumulatedImbalanceToleranceIsRemarks,bMAdditionalCumulatedImbalanceToleranceIsApplied,bMAdditionalCumulatedImbalanceToleranceIsInformation,bMAdditionalCumulatedImbalanceToleranceIsRemarks,bMStatusInformation,bMStatusInformationFrequency,bMPenalties,bMCashOutRegime,bMRemarks,gridTransportModelType,gridTransportModelTypeRemarks,gridConversionFactorCapacityDefault,gridConversionFactorCapacityDefaultRemaks,gridGrossCalorificValueDefaultValue,gridGrossCalorificValueDefaultValueTo,gridGrossCalorificValueDefaultUnit,gridGrossCalorificValueDefaultRemarks,gridGasSourceDefault,lastUpdateDateTime,transparencyInformationURL,transparencyInformationUrlRemarks,transparencyGuidelinesInformationURL,transparencyGuidelinesInformationUrlRemarks,tsoUmmRssFeedUrlGas,tsoUmmRssFeedUrlOther,includeUmmInAcerRssFeed,id,dataSet
,BG-TSO-0002,"IBS Future Operator","IBS Future Operator","IBS Future Operator|                ",BG,Bulgaria,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1BG-TSO-0002,1
https://www.icgb.eu/media/ntqit4se/icgb-sm.png,BG-TSO-0003,ICGB,"ICGB AD","ICGB AD|58X-ICGB-00-00-H",BG,Bulgaria,,TSO,"Transmission System Operator for Gas",1,Member,58X-ICGB-00-00-H,,,,"23, “George Washington” Street Sofia 1000 Bulgaria",,,1000,Sofia,"Georgi Arnaudov",+35924405693,georgi.arnaudov@icgb.eu,https://www.icgb.eu,,https://www.icgb.eu,,https://www.icgb.eu/network-users/tariff-information/,"Regulation (EU) 2017/460, Article 29&30 Information",https://www.icgb.eu/network-users/tariff-information/,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://www.icgb.eu/network-users/capacity-products/,,https://www.icgb.eu/transparency/requirements/,"Regulation (EU) No 2015/703, Article 16 information",https://www.icgb.eu/network-users/,,https://www.icgb.eu/network-users/contractual-arrangement/,,https://www.icgb.eu/transparency/maintenance-calendar/,,6,,1,,1,,,,1,,1,,1,,,,,1,EUR/KWh/d,,1,EUR/KWh/d,,1,1,EUR/KWh/d,,,,,,,,,"Part of the capacity is reserved under an Exemption per art.36 of Directive 2009/73. The available capacity is subject to booking under the Commission Regulation No (EU) 2017/459 (NC CAM)",,,,,,,,,,,,Daily,,,,1,,,,,,,,,,,,"Provided to each Network User on Gas Day+1","Each Day",,,,,,1,,10.23,13.26,kWh/Nm3,,,"2026-07-22 00:16",https://www.icgb.eu/transparency/,,https://www.icgb.eu/transparency/requirements/,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1BG-TSO-0003,1
,BG-TSO-0004,"South Stream BG","South Stream Bulgaria","South Stream Bulgaria|                ",BG,Bulgaria,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1BG-TSO-0004,1
http://www.entsog.eu/public/images/TP/logo_gazprom.png,BY-TSO-0001,"Gazprom Belarus","OAO Gazprom Transgaz Belarus","OAO Gazprom Transgaz Belarus|                ",BY,Belarus,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1BY-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_Gasverbund%20Mittelland%20AG.png,CH-DSO-0001,GVM,"Gasverbund Mittelland AG","Gasverbund Mittelland AG|                ",CH,Switzerland,,DSO,"Distribution System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-DSO-0001,1
https://www.entsog.eu/sites/default/files/styles/thumbnail/public/2025-09/Ganeos.jpg,CH-DSO-0002,"Ganeos AG","Ganeos AG","Ganeos AG|12X-0000001947-B",CH,Switzerland,,DSO,"Distribution System Operator",0,Observer,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-DSO-0002,1
http://www.entsog.eu/public/images/TP/logo_Gaznat.png,CH-DSO-0003,Gaznat,"Gaznat SA","Gaznat SA|21X000000001230O",CH,Switzerland,,DSO,"Distribution System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-DSO-0003,1
http://www.entsog.eu/public/images/TP/logo_swissgas.png,CH-TSO-0001,Swissgas,"Swissgas AS","Swissgas AS|21X-CH-B-A0A0A-H",CH,Switzerland,,TSO,"Transmission System Operator for Gas",0,Observer,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_fluxswiss.png,CH-TSO-0002,FluxSwiss,FluxSwiss,FluxSwiss|21X-CH-A-A0A0A-Q,CH,Switzerland,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-TSO-0002,1
,CH-TSO-0003,"South Stream","South Stream AG","South Stream AG|                ",CH,Switzerland,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-TSO-0003,1
,CH-TSO-0004,NABUCCO,"NABUCCO Gas Pipeline International","NABUCCO Gas Pipeline International|26X00000009291-I",CH,Switzerland,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CH-TSO-0004,1
,CY-LSO-0001,"CYGAS - DEFA","Natural Gas Public Company (CYGAS)","Natural Gas Public Company (CYGAS)|                ",CY,Cyprus,,LSO,"LNG System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CY-LSO-0001,1
,CY-PSO-0001,"Future Cypriot Prod","Future Cypriot Producer","Future Cypriot Producer|                ",CY,Cyprus,,PSO,"Production System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CY-PSO-0001,1
,CY-TSO-0001,Cy,Cygas,"Cygas|                ",CY,Cyprus,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CY-TSO-0001,1
,CZ-DSO-0001,"JMP Net,","JMP Net, s.r.o.","JMP Net, s.r.o.|27XG-JMP-NET-CZS",CZ,Czechia,,DSO,"Distribution System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-DSO-0001,1
http://www.entsog.eu/public/images/TP/Logo_MND_CZ.png,CZ-SSO-0001,"MND Gas Storage","MND Gas Storages a.s.","MND Gas Storages a.s.|27XG-MNDGS-CZ--R",CZ,Czechia,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-SSO-0001,1
http://www.entsog.eu/public/images/TP/logo_rwe.png,CZ-SSO-0002,"Gas Storage CZ","Gas Storage CZ","Gas Storage CZ|27XG-RWE-GAS-STI",CZ,Czechia,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-SSO-0002,1
http://www.entsog.eu/public/images/TP/logo_sppstorage.png,CZ-SSO-0003,"SPP Storage","SPP Storage","SPP Storage|27X-SPP-CZ-----H",CZ,Czechia,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-SSO-0003,1
http://www.moraviags.cz/wp-content/uploads/2016/04/rsz_mgs_logo.png,CZ-SSO-0004,"Moravia Gas Storage","Moravia Gas Storage","Moravia Gas Storage|                ",CZ,Czechia,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-SSO-0004,1
https://www.entsog.eu/sites/default/files/2026-02/net4gas-logo.png,CZ-TSO-0001,N4G,NET4GAS,NET4GAS|21X000000001304L,CZ,Czechia,,TSO,"Transmission System Operator for Gas",1,Member,21X000000001304L,,,,"Na Hrebenech II",1718/8,,"140 21","Praha 4 - Nusle","NET4GAS, s.r.o.","+420 220 221 111",capacitybooking@net4gas.cz,www.net4gas.cz/en/index/,,http://www.net4gas.cz/en/index/,,https://www.net4gas.cz/en/customers/prices/price-decisions/,"Regulation (EU) 2017/460, Article 29&30 Information",https://www.net4gas.cz/en/customers/products-prices/price-calculator/,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",http://extranet.net4gas.cz/capacity_ee.aspx,,http://extranet.net4gas.cz/caloricity.aspx,"Regulation (EU) No 2015/703, Article 16 information",http://www.net4gas.cz/en/services-customers/commercial-operations/business-terms-conditions/codes-legislation/,,http://www.net4gas.cz/en/services-customers/commercial-operations/business-terms-conditions/request-forms-agreements-other-documents-downloading/,,http://extranet.net4gas.cz/shutdown_firm.aspx,,6,,,,,,,,,,,,,,,,,1,CZK/MWh/d,,1,CZK/MWh/d,,1,1,,,1,CZK/MWh,77,,,,"Information published in line with the requirements of the Art. 29 TAR NChttps://www.eru.cz/cs/-/zverejneni-informaci-uvedenych-v-clanku-29-tar-nc for English version:http://www.eru.cz/en/-/zverejneni-informaci-uvedenych-v-clanku-29-tar-nc",,,,1,"only for GS capacity",,,,"Since 01.10.2023 Interruptible capacity is not unlimited.",,,"All data published by Net4Gas are indicative and for information purposes only.",Daily,,,,1,,"please visit link ERO ""Price decision""http://www.eru.cz/cs/plyn/cenova-rozhodnuti/platna-cenova-rozhodnuti",,,,,,,,,,"Published balancing information follows national legislation. OTE (independent gas-market operator) shall execute balancing for ""national transport"". The TSO shall execute balancing for ""transit"" only. The TSO shall execute daily balancing based on preliminary values and monthly balancing for each day based on final values.","By 13:00 of each day, the OTE shall notify the individual Shippers of preliminary values of Imbalances for the preceding Gas Day. By the 11th day of each month following the relevant Gas Month by 12:00 the OTE publishes the actual Imbalance. By 13:00 of each day, the TSO shall notify the individual Shippers of preliminary values of Imbalances for ""transit"" for the preceding Gas Day. By the 11th day of each month following the relevant Gas Month by 12:00 the TSO publishes the actual Imbalance, Unbalanced Imbalance, Residual Imbalance, off-tolerance Imbalance (and other data for) the relevant Gas Month for each Gas Day for each Shipper based on the actual gas quantity figures in the secured zone.","Pb = Co X (|Oc - Tnt + Tpt| - Tmc)    please visit link please visit link ""Price decision""http://www.eru.cz/cs/plyn/cenova-rozhodnuti/platna-cenova-rozhodnuti  "," Missing balancing gas: Cpv + (0,20%*Cpv) at lest 4 EUR/MWh Excess balancing gas: Cpv - 4 EUR/MWh; minimum is 0,1 EUR/MWh Cpv = the fixed daily charge- please visit link please visit link ""Price decision""http://www.eru.cz/cs/plyn/cenova-rozhodnuti/platna-cenova-rozhodnutiThe OTE shall pay the charge for excess balancing gas to shipper. The shipper shall pay the charge for missing balancing gas to ote. ",,Entry-Exit,,1,,10.406,,kWh/Nm3,,Russia,"2026-07-22 00:16",https://www.net4gas.cz/en/customers/contracts/contract-business-conditions/,,https://www.net4gas.cz/en/customers/products-prices/codes-legislation/,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1CZ-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_gaspool.png,DE-BRP-0001,GASPOOL,"GASPOOL Balancing Services GmbH","GASPOOL Balancing Services GmbH|21X000000001014U",DE,Germany,,BRP,"Balance Responsible Party",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-BRP-0001,1
http://www.entsog.eu/public/images/TP/logo_netconnect.png,DE-BRP-0002,"Net Connect Germany","Net Connect Germany","Net Connect Germany|21X000000001041R",DE,Germany,,BRP,"Balance Responsible Party",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-BRP-0002,1
https://www.prisma-capacity.eu/themes/custom/prisma/logo.svg,DE-ENA-0001,PRISMA,"PRISMA European Capacity Platform GmbH","PRISMA European Capacity Platform GmbH|21X000000001225H",DE,Germany,,ENA,"Energy Association",1,Unaffiliated,21X000000001225H,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ENA-0001,1
,DE-ESO-0001,Infracor,"Infracor GmbH","Infracor GmbH|11XINFRACOR----L",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0001,1
,DE-ESO-0002,"Enervie AssetNetWork","Enervie AssetNetWork GmbH ","Enervie AssetNetWork GmbH |                ",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0002,1
,DE-ESO-0003,"Evo Energie-Netz","evo Energie-Netz GmbH","evo Energie-Netz GmbH|                ",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0003,1
,DE-ESO-0004,"Energis GmbH ","energis GmbH ","energis GmbH |                ",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0004,1
http://www.entsog.eu/public/images/TP/logo_ewe.png,DE-ESO-0005,"EWE Gasspeicher","EWE Gasspeicher GmbH","EWE Gasspeicher GmbH|21X0000000011756",DE,Germany,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0005,1
,DE-ESO-0006,"EWR Netz","EWR Netz GmbH","EWR Netz GmbH|                ",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0006,1
,DE-ESO-0007,"ENSO Netz GmbH ","ENSO Netz GmbH ","ENSO Netz GmbH |                ",DE,Germany,,ESO,"Transmission System Operator for Electricity",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-ESO-0007,1
