Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,6.78,,
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,19.62,0.07,0.36
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,13.38,-5.46,-28.98
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,133.7,-8.0,-5.65
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,47.55,1.23,2.66
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,12.83,-0.79,-5.8
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,6.03,-0.04,-0.66
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,24.94,1.25,5.28
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,18.76,-1.44,-7.13
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,276.81,-13.18,-4.54
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,32.2,-5.94,-15.57
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,7.02,0.08,1.15
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,85.49,-9.45,-9.95
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,73.17,-4.4,-5.67
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,5.6,0.04,0.72
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,7.02,0.08,1.15
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.42,0.04,2.9
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,334.2,-17.12,-4.87
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,4.24,0.01,0.24
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,12.32,-5.05,-29.07
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,64.73,-3.88,-5.66
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.13,0.03,2.73
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,8.44,-0.52,-5.8
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.23,0.0,0.0
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.19,0.06,5.31
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.23,-0.02,-8.0
Italy,ITA,2020,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,92.51,-9.37,-9.2
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,55.77,1.35,2.48
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,65.29,-1.54,-2.3
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,59.12,-0.61,-1.02
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,22.23,0.04,0.18
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,55.77,1.35,2.48
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,33.54,1.31,4.06
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,2.98,-0.04,-1.32
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,6.17,-0.93,-13.1
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,55.63,-0.61,-1.08
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,18.81,0.06,0.32
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.49,0.0,0.0
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.44,0.02,4.76
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,22.29,0.93,4.35
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,11.25,0.38,3.5
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,328.28,19.27,6.24
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.5,0.34,6.59
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,40.75,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,59.25,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,54.34,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,24.65,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,40.75,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,16.1,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,116.33,-0.57,-0.49
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,169.16,9.25,5.78
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,155.14,8.61,5.88
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,70.36,-2.84,-3.88
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,116.33,-0.57,-0.49
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,45.97,2.27,5.19
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,6.68,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,4.91,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,50.44,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,15.9,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,3.9,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,2.07,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,8.77,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,7.33,,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,19.06,-0.56,-2.85
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,14.02,0.64,4.78
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,144.01,10.31,7.71
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,45.39,-2.16,-4.54
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,11.13,-1.7,-13.25
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,5.91,-0.12,-1.99
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,25.04,0.1,0.4
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,20.93,2.17,11.57
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,285.49,8.68,3.14
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,42.79,10.59,32.89
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,6.87,-0.15,-2.14
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,89.94,4.45,5.21
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,77.05,3.88,5.3
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,5.42,-0.18,-3.21
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,6.87,-0.15,-2.14
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.45,0.03,2.11
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,339.1,4.9,1.47
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,4.12,-0.12,-2.83
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,12.89,0.57,4.63
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,69.73,5.0,7.72
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.08,-0.05,-4.42
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,7.32,-1.12,-13.27
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.22,-0.01,-4.35
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.19,0.0,0.0
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.26,0.03,13.04
Italy,ITA,2021,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,96.81,4.3,4.65
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,58.71,2.94,5.27
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,65.98,0.69,1.06
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,59.81,0.69,1.17
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,22.33,0.1,0.45
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,58.71,2.94,5.27
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,36.38,2.84,8.47
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,2.98,0.0,0.0
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,6.17,0.0,0.0
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,56.32,0.69,1.24
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,18.93,0.12,0.64
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.49,0.0,0.0
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.42,-0.02,-4.55
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,24.56,2.27,10.18
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,11.82,0.57,5.07
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,323.16,-5.12,-1.56
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.42,-0.08,-1.45
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,35.86,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,64.14,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,56.07,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.51,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,35.86,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,17.35,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,100.46,-15.87,-13.64
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,179.71,10.55,6.24
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,157.1,1.96,1.26
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,51.85,-18.51,-26.31
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,100.46,-15.87,-13.64
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,48.61,2.64,5.74
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,6.29,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,8.07,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,50.49,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,10.14,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,5.58,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,2.08,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,10.04,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,7.31,,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,17.61,-1.45,-7.61
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,22.61,8.59,61.27
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,141.47,-2.54,-1.76
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,28.4,-16.99,-37.43
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,15.63,4.5,40.43
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,5.84,-0.07,-1.18
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,28.12,3.08,12.3
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,20.49,-0.44,-2.1
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,280.17,-5.32,-1.86
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,42.99,0.2,0.47
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,6.29,-0.58,-8.44
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,99.57,9.63,10.71
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,78.78,1.73,2.25
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,4.7,-0.72,-13.28
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,6.29,-0.58,-8.44
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.59,0.14,9.66
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,377.84,38.74,11.42
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,3.81,-0.31,-7.52
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,20.79,7.9,61.29
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,68.5,-1.23,-1.76
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,0.67,-0.41,-37.96
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,10.28,2.96,40.44
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.22,0.0,0.0
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.34,0.15,12.61
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.25,-0.01,-3.85
Italy,ITA,2022,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,105.86,9.05,9.35
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,64.01,5.3,9.03
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,66.19,0.21,0.32
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,60.66,0.85,1.42
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,22.34,0.01,0.04
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,64.01,5.3,9.03
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,41.67,5.29,14.54
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,2.96,-0.02,-0.67
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,5.53,-0.64,-10.37
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,57.17,0.85,1.51
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,18.94,0.01,0.05
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2023,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.49,0.0,0.0
