time,time_label,geo,geo_label,na_item,na_item_label,unit,unit_label,freq,freq_label,OBS_VALUE
2024,2024,IT,Italy,P71,Imports of goods,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,419883.8
2025,2025,IT,Italy,P71,Imports of goods,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,433215.8
1995,1995,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,56412.2
1996,1996,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,57440.0
1997,1997,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,62244.3
1998,1998,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,68743.7
1999,1999,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,68937.0
2000,2000,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,73481.1
2001,2001,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,77194.1
2002,2002,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,77808.2
2003,2003,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,76764.2
2004,2004,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,76822.4
2005,2005,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,81063.7
2006,2006,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,88213.6
2007,2007,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,97307.9
2008,2008,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,92827.5
2009,2009,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,82646.9
2010,2010,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,85929.5
2011,2011,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,85825.0
2012,2012,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,81876.3
2013,2013,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,80911.7
2014,2014,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,84885.6
2015,2015,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,85021.2
2016,2016,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,88491.7
2017,2017,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,94520.1
2018,2018,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,98513.4
2019,2019,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,97457.7
2020,2020,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,73600.8
2021,2021,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,86465.2
2022,2022,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,108693.4
2023,2023,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,108288.2
2024,2024,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,112592.5
2025,2025,IT,Italy,P72,Imports of services,CLV10_MEUR,"Chain linked volumes (2010), million euro",A,Annual,118489.3
1995,1995,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1266137.1
1996,1996,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1283428.5
1997,1997,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1304605.7
1998,1998,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1326017.9
1999,1999,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1347103.7
2000,2000,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1399444.1
2001,2001,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1426281.2
2002,2002,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1431662.2
2003,2003,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1432243.7
2004,2004,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1455969.1
2005,2005,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1467394.2
2006,2006,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1495790.7
2007,2007,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1519620.8
2008,2008,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1507080.7
2009,2009,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1423752.4
2010,2010,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1449486.7
2011,2011,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1460826.0
2012,2012,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1419575.3
2013,2013,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1398194.7
2014,2014,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1397222.2
2015,2015,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1410246.1
2016,2016,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1429525.1
2017,2017,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1455865.8
2018,2018,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1470300.5
2019,2019,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1480632.0
2020,2020,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1357764.0
2021,2021,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1479489.9
2022,2022,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1552572.5
2023,2023,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1566987.1
2024,2024,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1575201.7
2025,2025,IT,Italy,B1G,"Value added, gross",CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1581598.1
1995,1995,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1416118.2
1996,1996,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1435173.2
1997,1997,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1462810.7
1998,1998,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1489205.2
1999,1999,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1514194.0
2000,2000,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1572976.5
2001,2001,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1604537.2
2002,2002,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1608868.3
2003,2003,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1609939.1
2004,2004,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1633669.9
2005,2005,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1646125.2
2006,2006,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1675746.9
2007,2007,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1700251.2
2008,2008,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1682855.3
2009,2009,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1593577.2
2010,2010,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1617944.7
2011,2011,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1629196.9
2012,2012,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1578280.6
2013,2013,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1549587.1
2014,2014,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1549565.6
2015,2015,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1563289.6
2016,2016,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1582615.3
2017,2017,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1607995.7
2018,2018,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1621288.1
2019,2019,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1628246.1
2020,2020,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1483849.6
2021,2021,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1616373.2
2022,2022,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1694301.4
2023,2023,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1709936.3
2024,2024,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1723325.8
2025,2025,IT,Italy,B1GQ,Gross domestic product at market prices,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1732624.6
1995,1995,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,158166.0
1996,1996,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,160224.9
1997,1997,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,167537.0
1998,1998,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,173306.9
1999,1999,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,178093.9
2000,2000,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,185810.7
2001,2001,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,190783.9
2002,2002,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,189463.5
2003,2003,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,190134.8
2004,2004,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,190241.7
2005,2005,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,191693.7
2006,2006,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,192855.5
2007,2007,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,193655.7
2008,2008,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,188328.2
2009,2009,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,182412.9
2010,2010,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,181327.0
2011,2011,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,180868.7
2012,2012,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,170542.8
2013,2013,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,163906.9
2014,2014,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,164657.2
2015,2015,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,165250.8
2016,2016,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,165870.8
2017,2017,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,165435.1
2018,2018,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,164452.3
2019,2019,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,161806.9
2020,2020,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,141665.8
2021,2021,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,153503.8
2022,2022,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,162962.6
2023,2023,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,164584.4
2024,2024,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,167985.0
2025,2025,IT,Italy,D21,Taxes on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,171351.1
1995,1995,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,150026.4
1996,1996,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,151761.7
1997,1997,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,158728.6
1998,1998,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,163962.4
1999,1999,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,167970.0
2000,2000,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,174443.4
2001,2001,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,179280.0
2002,2002,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,178026.2
2003,2003,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,178561.5
2004,2004,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,178144.3
2005,2005,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,179141.7
2006,2006,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,180190.8
2007,2007,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,180839.6
2008,2008,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,175897.8
2009,2009,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,170121.5
2010,2010,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,168458.0
2011,2011,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,168370.8
2012,2012,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,158873.3
2013,2013,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,151923.2
2014,2014,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,152773.1
2015,2015,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,153559.6
2016,2016,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,153838.3
2017,2017,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,153365.0
2018,2018,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,152594.6
2019,2019,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,149867.5
2020,2020,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,129719.2
2021,2021,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,140923.3
2022,2022,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,146333.9
2023,2023,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,147611.8
2024,2024,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,152144.2
2025,2025,IT,Italy,D21X31,Taxes less subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,154679.4
1995,1995,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,8771.8
1996,1996,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,8993.3
1997,1997,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,9384.3
1998,1998,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,9845.0
1999,1999,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,10425.2
2000,2000,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11407.7
2001,2001,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11591.6
2002,2002,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11521.6
2003,2003,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11642.3
2004,2004,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12062.3
2005,2005,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12502.4
2006,2006,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12620.9
2007,2007,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12822.1
2008,2008,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12427.2
2009,2009,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12336.0
2010,2010,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12869.0
2011,2011,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12497.7
2012,2012,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11639.9
2013,2013,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12166.5
2014,2014,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12023.0
2015,2015,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,11782.7
2016,2016,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12202.0
2017,2017,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12262.2
2018,2018,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12005.4
2019,2019,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12153.7
2020,2020,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,12667.2
2021,2021,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,13252.3
2022,2022,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,18222.4
2023,2023,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,18669.1
2024,2024,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,16421.9
2025,2025,IT,Italy,D31,Subsidies on products,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,17679.2
1995,1995,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1094482.3
1996,1996,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1106281.7
1997,1997,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1137138.4
1998,1998,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1172424.9
1999,1999,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1201115.6
2000,2000,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1235928.5
2001,2001,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1258114.1
2002,2002,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1262148.6
2003,2003,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1273109.3
2004,2004,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1284815.0
2005,2005,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1299069.3
2006,2006,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1309890.0
2007,2007,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1322235.1
2008,2008,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1316119.9
2009,2009,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1302673.3
2010,2010,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1310985.6
2011,2011,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1305307.1
2012,2012,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1262190.8
2013,2013,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1237299.5
2014,2014,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1238149.1
2015,2015,IT,Italy,P3,Final consumption expenditure,CLV10_MNAC,"Chain linked volumes (2010), million units of national currency",A,Annual,1255008.4
